,Dias al Vencimiento,Depósito Padre,Lote,Descripción,Fecha de Vencimiento,SKU,cajas_x_pallets,Cajas Disponibles
0,123,    CDCDCO1,010623                        ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",2/26/2024,6050100007               ,260,0.0
1,123,    CDCDCO1,010723                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",2/26/2024,6030010129               ,377,290.0
2,124,       CDPI,020623                        ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",2/27/2024,6050100002               ,272,4074.0
3,124,    CDCDCO1,020623                        ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",2/27/2024,6050100002               ,272,0.0
4,130,       CDGD,080623                        ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",3/4/2024,6050100004               ,80,0.0
5,130,       CDGD,080723                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",3/4/2024,6030010129               ,377,285.0
6,130,       CDVM,080623                        ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",3/4/2024,6050100004               ,80,554.0
7,130,    CDCDCO1,080623                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/4/2024,6030010019               ,144,0.0
8,130,    CDCDCO1,080623                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",3/4/2024,6030010026               ,108,1087.0
9,130,    CDCDCO1,080623                        ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",3/4/2024,6050100004               ,80,34.0
10,130,    CDCDCO1,R080623                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",3/4/2024,6030050074               ,80,0.0
11,132,       CDGD,R100623                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",3/6/2024,6030050070               ,260,0.0
12,132,    CDCDCO1,R100623                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",3/6/2024,6030050074               ,80,0.0
13,133,       CDPI,110623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/7/2024,6030010208               ,80,367.0
14,133,    CDCDCO1,110623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/7/2024,6030010208               ,80,0.0
15,133,    CDVMZPA,110623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/7/2024,6030010208               ,80,2028.0
16,134,    CDCDCO1,R120623                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",3/8/2024,6030050071               ,144,0.0
17,135,    CDCDCO1,130723                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",3/9/2024,6040100001               ,377,29.0
18,135,    CDCDCO1,R130623                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",3/9/2024,6030050071               ,144,0.0
19,136,      CDLDC,110322                        ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",3/10/2024,6010040002               ,60,0.0
20,136,    CDCDCO1,140623                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",3/10/2024,6030010170               ,272,0.0
21,137,    CDCDCO1,R150623                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",3/11/2024,6030050070               ,260,0.0
22,139,       CDGD,170623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/13/2024,6030010208               ,80,2.0
23,139,       CDPI,170623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/13/2024,6030010208               ,80,3840.0
24,139,      CDLDC,170623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/13/2024,6030010208               ,80,1195.0
25,139,    CDCDCO1,170623                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/13/2024,6030010019               ,144,0.0
26,139,    CDVMZPA,170623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/13/2024,6030010208               ,80,3840.0
27,145,    CDCDCO1,R230623                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",3/19/2024,6030050070               ,260,0.0
28,147,    CDCDCO1,220322                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",3/21/2024,6011270002               ,105,117.0
29,148,    CDCDCO1,250622                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/22/2024,6030010007               ,260,0.0
30,149,    CDCDCO1,270623                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/23/2024,6030010019               ,144,0.0
31,151,       CDGD,300523                        ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",3/25/2024,6090020012               ,80,25.0
32,151,    CDCDCO1,300523                        ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",3/25/2024,6090020012               ,80,0.0
33,151,    CDCDCO1,R290623                       ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",3/25/2024,6030050070               ,260,0.0
34,152,    CDCDCO1,R300623                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",3/26/2024,6030050071               ,144,0.0
35,153,       CDGD,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/27/2024,6030010007               ,260,0.0
36,153,       CDPI,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/27/2024,6030010007               ,260,20954.0
37,153,    CDCDCO1,010623                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",3/27/2024,6090020011               ,144,0.0
38,153,    CDCDCO1,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/27/2024,6030010007               ,260,0.0
39,153,    CDCDCO1,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/27/2024,6030010019               ,144,1738.0
40,153,    CDCDCO1,010723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",3/27/2024,6030010170               ,272,0.0
41,153,    CDVMZPA,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/27/2024,6030010007               ,260,30171.0
42,154,      CDLDC,290322                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/28/2024,6010010007               ,60,0.0
43,156,       CDPI,040723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/30/2024,6030010208               ,80,9442.0
44,156,    CDCDCO1,040723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/30/2024,6030010208               ,80,0.0
45,156,    CDVMZPA,040723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/30/2024,6030010208               ,80,7680.0
46,157,       CDVM,040823                        ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",3/31/2024,6050100001               ,377,180.0
47,157,    CDCDCF1,040823                        ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",3/31/2024,6050100001               ,377,125.0
48,158,       CDGD,050823                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/1/2024,6030010129               ,377,2291.0
49,158,       CDGD,R060723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/1/2024,6030050074               ,80,8.0
50,158,       CDVM,050823                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/1/2024,6030010129               ,377,5220.0
51,158,    CDCDCF1,050823                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/1/2024,6030010129               ,377,3887.0
52,158,    CDCDCO1,060723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/1/2024,6030010026               ,108,1296.0
53,159,       CDGD,R070723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/2/2024,6030050074               ,80,80.0
54,159,       CDPI,R070723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/2/2024,6030050074               ,80,281.0
55,159,    CDCDCO1,R070723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/2/2024,6030050074               ,80,480.0
56,159,    CDVMZPA,R070723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/2/2024,6030050074               ,80,0.0
57,161,       CDPI,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/4/2024,6030010170               ,272,44493.0
58,161,      CDLDC,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/4/2024,6030010170               ,272,4573.0
59,161,    CDCDCO1,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/4/2024,6030010170               ,272,0.0
60,161,    CDVMZPA,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/4/2024,6030010170               ,272,10901.0
61,162,       CDVM,100623                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",4/5/2024,6090020009               ,260,213.0
62,162,       CDVM,100623                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/5/2024,6090020011               ,144,133.0
63,162,    CDCDCO1,040723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/5/2024,6030010170               ,272,0.0
64,162,    CDCDCO1,100623                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",4/5/2024,6090020009               ,260,0.0
65,162,    CDCDCO1,R100723                       ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/5/2024,6030050071               ,144,0.0
66,163,       CDGD,110623                        ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",4/6/2024,6030040040               ,260,37.0
67,163,    CDCDCO1,110623                        ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",4/6/2024,6030040040               ,260,0.0
68,163,    CDCDCO1,110623                        ,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",4/6/2024,6030040073               ,272,0.0
69,163,    CDVMZPA,R110723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/6/2024,6030050074               ,80,2081.0
70,164,       CDPI,R120723                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/7/2024,6030050074               ,80,480.0
71,165,       CDGD,130723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/8/2024,6030010026               ,108,83.0
72,165,       CDPI,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/8/2024,6030010007               ,260,23210.0
73,165,       CDPI,130723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",4/8/2024,6030010208               ,80,5760.0
74,165,       CDPI,130723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/8/2024,6030010026               ,108,4814.0
75,165,    CDCDCO1,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/8/2024,6030010007               ,260,0.0
76,165,    CDCDCO1,130723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",4/8/2024,6030010208               ,80,0.0
77,165,    CDCDCO1,130723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/8/2024,6030010026               ,108,1512.0
78,165,    CDVMZPA,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/8/2024,6030010007               ,260,12480.0
79,165,    CDVMZPA,130723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",4/8/2024,6030010208               ,80,7680.0
80,166,    CDCDCO1,140623                        ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/9/2024,6030040007               ,144,0.0
81,167,       CDPI,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/10/2024,6030010007               ,260,24960.0
82,167,    CDCDCO1,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/10/2024,6030010007               ,260,1891.0
83,167,    CDVMZPA,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/10/2024,6030010007               ,260,24960.0
84,168,       CDGD,150823                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",4/11/2024,6040100001               ,377,1013.0
85,168,    CDCDCF1,150823                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",4/11/2024,6040100001               ,377,2380.0
86,169,    CDCDCO1,170623                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",4/12/2024,6040100010               ,260,0.0
87,171,    CDCDCF1,180823                        ,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",4/14/2024,6040100014               ,60,0.0
88,171,    CDCDCO1,R190723                       ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",4/14/2024,6030050069               ,272,0.0
89,172,      CDLDC,160422                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",4/15/2024,6010010077               ,72,0.0
90,173,    CDCDCO1,R210723                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/16/2024,6030050072               ,108,371.0
91,175,       CDPI,230723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/18/2024,6030010170               ,272,39168.0
92,175,      CDLDC,180422                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",4/18/2024,6010010008               ,50,0.0
93,175,    CDCDCF1,220823                        ,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",4/18/2024,6030010227               ,60,0.0
94,175,    CDCDCO1,230723                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/18/2024,6030010019               ,144,144.0
95,175,    CDVMZPA,230723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/18/2024,6030010170               ,272,45696.0
96,176,       CDPI,240723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/19/2024,6030010007               ,260,56160.0
97,176,    CDVMZPA,240723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/19/2024,6030010007               ,260,56160.0
98,176,    CDVMZPA,R240723                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/19/2024,6030050072               ,108,0.0
99,177,       CDGD,R250723                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/20/2024,6030050072               ,108,720.0
100,177,      CDLDC,250723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",4/20/2024,6030010208               ,80,6720.0
101,177,    CDCDCO1,210422                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",4/20/2024,6010900018               ,156,0.0
102,177,    CDCDCO1,250623                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",4/20/2024,6040100009               ,144,158.0
103,177,    CDCDCO1,R250723                       ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",4/20/2024,6030050069               ,272,792.0
104,177,    CDVMZPA,250623                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",4/20/2024,6040100009               ,144,1457.0
105,177,    CDVMZPA,R250723                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/20/2024,6030050072               ,108,0.0
106,179,       CDGD,260823                        ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",4/22/2024,6090020010               ,377,367.0
107,179,       CDPI,270723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/22/2024,6030010170               ,272,6528.0
108,179,    CDCDCF1,260823                        ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",4/22/2024,6090020010               ,377,272.0
109,179,    CDCDCO1,270723                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/22/2024,6030010019               ,144,144.0
110,180,       CDGD,R280723                       ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",4/23/2024,6030050069               ,272,204.0
111,181,       CDPI,290723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/24/2024,6030010026               ,108,3240.0
112,181,       CDVM,290723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/24/2024,6030010026               ,108,93.0
113,181,    CDCDCF1,280823                        ,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",4/24/2024,6090020014               ,60,50.0
114,181,    CDCDCO1,290623                        ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",4/24/2024,6040100003               ,80,0.0
115,181,    CDCDCO1,290723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/24/2024,6030010026               ,108,1512.0
116,182,       CDGD,300723                        ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",4/25/2024,6050100002               ,272,1109.0
117,182,       CDVM,300723                        ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",4/25/2024,6050100002               ,272,152.0
118,182,    CDCDCO1,116/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",4/25/2024,6010550008               ,224,0.0
119,182,    CDCDCO1,300723                        ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",4/25/2024,6050100007               ,260,0.0
120,183,       CDVM,010723                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",4/26/2024,6040100009               ,144,23.0
121,183,       CDVM,300823                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/26/2024,6030010129               ,377,201.0
122,183,    CDCDCO1,250422                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",4/26/2024,6010950016               ,105,0.0
123,184,       CDGD,010823                        ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",4/27/2024,6050100007               ,260,56.0
124,184,       CDPI,R010823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/27/2024,6030050074               ,80,1200.0
125,184,       CDVM,010722                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",4/27/2024,6040100010               ,260,0.0
126,184,    CDCDCF1,010823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/27/2024,6030010026               ,108,108.0
127,184,    CDCDCO1,010823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/27/2024,6030010019               ,144,3744.0
128,184,    CDCDCO1,010823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/27/2024,6030010170               ,272,2096.0
129,184,    CDCDCO1,010823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/27/2024,6030010026               ,108,4212.0
130,184,    CDCDCO1,010823                        ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",4/27/2024,6050100007               ,260,555.0
131,184,    CDVMZPA,010823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/27/2024,6030010007               ,260,12480.0
132,184,    CDVMZPA,010823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/27/2024,6030010026               ,108,13556.0
133,184,    CDVMZPA,010823                        ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",4/27/2024,6050100007               ,260,12475.0
134,184,    CDVMZPA,R010823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/27/2024,6030050072               ,108,0.0
135,185,       CDPI,R020823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/28/2024,6030050074               ,80,1360.0
136,185,       CDPI,R020823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/28/2024,6030050072               ,108,3635.0
137,185,       CDVM,010923                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/28/2024,6030010129               ,377,377.0
138,185,    CDVMZPA,R020823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/28/2024,6030050072               ,108,0.0
139,186,       CDGD,040723                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,6090020011               ,144,0.0
140,186,       CDPI,040723                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",4/29/2024,6090020009               ,260,92.0
141,186,       CDPI,040723                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,6090020011               ,144,63.0
142,186,       CDPI,R030823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/29/2024,6030050074               ,80,2160.0
143,186,       CDVM,030823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/29/2024,6030010170               ,272,0.0
144,186,    CDCDCF1,040723                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,6090020011               ,144,406.0
145,186,    CDCDCO1,030823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/29/2024,6030010170               ,272,4080.0
146,186,    CDCDCO1,040723                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,6090020011               ,144,0.0
147,186,    CDVMZPA,030823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/29/2024,6030010170               ,272,13056.0
148,186,    CDVMZPA,040723                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",4/29/2024,6090020009               ,260,3310.0
149,186,    CDVMZPA,R030823                       ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/29/2024,6030050074               ,80,640.0
150,186,    CDVMZPA,R030823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/29/2024,6030050072               ,108,3932.0
151,187,       CDPI,R040823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/30/2024,6030050072               ,108,2484.0
152,187,    CDCDCO1,040823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/30/2024,6030010007               ,260,3640.0
153,187,    CDVMZPA,040823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/30/2024,6030010007               ,260,18720.0
154,187,    CDVMZPA,R040823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/30/2024,6030050072               ,108,2484.0
155,188,       CDPI,R050823                       ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/1/2024,6030050072               ,108,2648.0
156,189,       CDVM,060823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/2/2024,6030010208               ,80,0.0
157,189,    CDCDCO1,060823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/2/2024,6030010170               ,272,7616.0
158,189,    CDCDCO1,060823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/2/2024,6030010208               ,80,3105.0
159,190,       CDVM,060923                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",5/3/2024,6030010129               ,377,33176.0
160,190,    CDCDCO1,070823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/3/2024,6030010007               ,260,9360.0
161,190,    CDCDCO1,070823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/3/2024,6030010170               ,272,8704.0
