,Depósito Padre,Descripción,cajas_x_pallets,Dias al Vencimiento,Lote,Fecha de Vencimiento,SKU,Cajas Disponibles
502,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,527,060423                        ,4/5/2025,6010020204               ,0.0
503,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,554,020523                        ,5/2/2025,6010020204               ,0.0
504,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,567,160523                        ,5/15/2025,6010020204               ,0.0
505,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,619,070723                        ,7/6/2025,6010020204               ,0.0
506,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,637,250723                        ,7/24/2025,6010020204               ,0.0
507,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,652,080823                        ,8/8/2025,6010020204               ,1407.0
508,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,669,250823                        ,8/25/2025,6010020204               ,6900.0
509,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,713,091023                        ,10/8/2025,6010020204               ,5040.0
510,    CDCDCO1,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",60,319,100922                        ,9/9/2024,6010020199               ,60.0
511,    CDCDCO1,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.",144,260,120722                        ,7/12/2024,6010950015               ,0.0
512,    CDCDCO1,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,183,250422                        ,4/26/2024,6010950016               ,0.0
513,    CDCDCO1,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,505,150323                        ,3/14/2025,6010950016               ,0.0
514,    CDCDCO1,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.",144,240,220622                        ,6/22/2024,6010960007               ,0.0
515,    CDCDCO1,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,260,120722                        ,7/12/2024,6010900031               ,0.0
516,    CDCDCO1,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,510,210323                        ,3/19/2025,6010900031               ,0.0
517,    CDCDCO1,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,202,160522                        ,5/15/2024,6010900002               ,0.0
518,    CDCDCO1,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,301,220822                        ,8/22/2024,6010900001               ,0.0
519,    CDCDCO1,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,513,220323                        ,3/22/2025,6010900001               ,0.0
520,    CDCDCO1,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,259,120722                        ,7/11/2024,6010900032               ,0.0
521,    CDCDCO1,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,177,210422                        ,4/20/2024,6010900018               ,0.0
522,    CDCDCO1,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",304,223,060622                        ,6/5/2024,6010900017               ,0.0
523,    CDCDCO1,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,281,010822                        ,8/2/2024,6010900024               ,0.0
524,    CDCDCO1,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,421,211222                        ,12/20/2024,6010900024               ,185.0
525,    CDCDCO1,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,491,240223                        ,2/28/2025,6010900024               ,0.0
526,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,287,090822                        ,8/8/2024,6010010007               ,0.0
527,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,299,210822                        ,8/20/2024,6010010007               ,0.0
528,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,310,010922                        ,8/31/2024,6010010007               ,0.0
529,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,320,110922                        ,9/10/2024,6010010007               ,0.0
530,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,364,251022                        ,10/24/2024,6010010007               ,0.0
531,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,387,181122                        ,11/16/2024,6010010007               ,0.0
532,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,393,231122                        ,11/22/2024,6010010007               ,0.0
533,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,406,061222                        ,12/5/2024,6010010007               ,0.0
534,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,478,160223                        ,2/15/2025,6010010007               ,0.0
535,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,493,030323                        ,3/2/2025,6010010007               ,0.0
536,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,512,220323                        ,3/21/2025,6010010007               ,0.0
537,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,517,270323                        ,3/26/2025,6010010007               ,0.0
538,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,538,170423                        ,4/16/2025,6010010007               ,0.0
539,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,543,220423                        ,4/21/2025,6010010007               ,0.0
540,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,548,270423                        ,4/26/2025,6010010007               ,0.0
541,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,550,290423                        ,4/28/2025,6010010007               ,0.0
542,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,568,170523                        ,5/16/2025,6010010007               ,0.0
543,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,603,210623                        ,6/20/2025,6010010007               ,0.0
544,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,613,300623                        ,6/30/2025,6010010007               ,0.0
545,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,630,180723                        ,7/17/2025,6010010007               ,0.0
546,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,637,250723                        ,7/24/2025,6010010007               ,1.0
547,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,642,300723                        ,7/29/2025,6010010007               ,0.0
548,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,648,060823                        ,8/4/2025,6010010007               ,0.0
549,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,656,130823                        ,8/12/2025,6010010007               ,0.0
550,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,671,280823                        ,8/27/2025,6010010007               ,0.0
551,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,690,160923                        ,9/15/2025,6010010007               ,0.0
552,    CDCDCO1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,698,240923                        ,9/23/2025,6010010007               ,0.0
553,    CDCDCO1,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,326,170922                        ,9/16/2024,6010010184               ,0.0
554,    CDCDCO1,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,354,161022                        ,10/14/2024,6010010184               ,0.0
555,    CDCDCO1,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,372,021122                        ,11/1/2024,6010010184               ,0.0
556,    CDCDCO1,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,415,151222                        ,12/14/2024,6010010184               ,0.0
557,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,305,270822                        ,8/26/2024,6010010077               ,0.0
558,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,314,060922                        ,9/4/2024,6010010077               ,0.0
559,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,329,190922                        ,9/19/2024,6010010077               ,0.0
560,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,396,261122                        ,11/25/2024,6010010077               ,0.0
561,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,416,161222                        ,12/15/2024,6010010077               ,0.0
562,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,490,280223                        ,2/27/2025,6010010077               ,0.0
563,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,554,030523                        ,5/2/2025,6010010077               ,0.0
564,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,570,190523                        ,5/18/2025,6010010077               ,0.0
565,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,576,230523                        ,5/24/2025,6010010077               ,0.0
566,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,586,040623                        ,6/3/2025,6010010077               ,0.0
567,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,617,050723                        ,7/4/2025,6010010077               ,0.0
568,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,627,150723                        ,7/14/2025,6010010077               ,0.0
569,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,644,010823                        ,7/31/2025,6010010077               ,0.0
570,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,661,180823                        ,8/17/2025,6010010077               ,0.0
571,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,664,210823                        ,8/20/2025,6010010077               ,4006.0
572,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,683,090923                        ,9/8/2025,6010010077               ,288.0
573,    CDCDCO1,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,696,220923                        ,9/21/2025,6010010077               ,1440.0
574,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,294,160822                        ,8/15/2024,6010010112               ,0.0
575,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,321,120922                        ,9/11/2024,6010010112               ,0.0
576,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,422,221222                        ,12/21/2024,6010010112               ,0.0
577,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,469,060223                        ,2/6/2025,6010010112               ,0.0
578,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,485,210223                        ,2/22/2025,6010010112               ,236.0
579,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,555,040523                        ,5/3/2025,6010010112               ,360.0
580,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,603,170623                        ,6/20/2025,6010010112               ,1440.0
581,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,609,270623                        ,6/26/2025,6010010112               ,419.0
582,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,638,250723                        ,7/25/2025,6010010112               ,0.0
583,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,660,170823                        ,8/16/2025,6010010112               ,300.0
584,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,685,110923                        ,9/10/2025,6010010112               ,2880.0
585,    CDCDCO1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,702,280923                        ,9/27/2025,6010010112               ,1440.0
586,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,279,300722                        ,7/31/2024,6010010008               ,0.0
587,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,310,300822                        ,8/31/2024,6010010008               ,0.0
588,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,325,160922                        ,9/15/2024,6010010008               ,0.0
589,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,358,171022                        ,10/18/2024,6010010008               ,0.0
590,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,367,281022                        ,10/27/2024,6010010008               ,0.0
591,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,414,141222                        ,12/13/2024,6010010008               ,0.0
592,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,504,130323                        ,3/13/2025,6010010008               ,0.0
593,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,515,250323                        ,3/24/2025,6010010008               ,0.0
594,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,521,300323                        ,3/30/2025,6010010008               ,0.0
595,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,542,210423                        ,4/20/2025,6010010008               ,0.0
596,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,559,080523                        ,5/7/2025,6010010008               ,0.0
597,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,568,170523                        ,5/16/2025,6010010008               ,0.0
598,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,612,300623                        ,6/29/2025,6010010008               ,0.0
599,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,644,010823                        ,7/31/2025,6010010008               ,0.0
600,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,657,120823                        ,8/13/2025,6010010008               ,0.0
601,    CDCDCO1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,674,310823                        ,8/30/2025,6010010008               ,0.0
602,    CDCDCO1,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,242,250622                        ,6/24/2024,6011570002               ,88.0
603,    CDCDCO1,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,504,140323                        ,3/13/2025,6011570002               ,60.0
604,    CDCDCO1,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,533,120423                        ,4/11/2025,6011570002               ,240.0
605,    CDCDCO1,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,236,190622                        ,6/18/2024,6011570005               ,22.0
606,    CDCDCO1,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,373,031122                        ,11/2/2024,6011570005               ,160.0
607,    CDCDCO1,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,296,170822                        ,8/17/2024,6011570001               ,0.0
608,    CDCDCO1,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,443,120123                        ,1/11/2025,6011570001               ,25.0
609,    CDCDCO1,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,505,150323                        ,3/14/2025,6011570001               ,72.0
610,    CDCDCO1,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,317,070922                        ,9/7/2024,6010570019               ,0.0
611,    CDCDCO1,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,394,241122                        ,11/23/2024,6010570019               ,0.0
612,    CDCDCO1,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,312,010922                        ,9/2/2024,6010570018               ,0.0
613,    CDCDCO1,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,364,251022                        ,10/24/2024,6010570018               ,0.0
614,    CDCDCO1,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,384,141122                        ,11/13/2024,6010570018               ,0.0
615,    CDCDCO1,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,395,261122                        ,11/24/2024,6010570018               ,0.0
616,    CDCDCO1,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,169,170623                        ,4/12/2024,6040100010               ,0.0
617,    CDCDCO1,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,195,130723                        ,5/8/2024,6040100010               ,0.0
618,    CDCDCO1,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,228,150823                        ,6/10/2024,6040100010               ,1000.0
619,    CDCDCO1,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,177,250623                        ,4/20/2024,6040100009               ,158.0
620,    CDCDCO1,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,247,030923                        ,6/29/2024,6040100009               ,288.0
621,    CDCDCO1,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",377,135,130723                        ,3/9/2024,6040100001               ,29.0
622,    CDCDCO1,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",80,181,290623                        ,4/24/2024,6040100003               ,0.0
623,    CDCDCO1,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",80,211,290723                        ,5/24/2024,6040100003               ,26.0
624,    CDCDCO1,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,130,R080623                       ,3/4/2024,6030050074               ,0.0
625,    CDCDCO1,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,132,R100623                       ,3/6/2024,6030050074               ,0.0
626,    CDCDCO1,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,159,R070723                       ,4/2/2024,6030050074               ,480.0
627,    CDCDCO1,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,137,R150623                       ,3/11/2024,6030050070               ,0.0
628,    CDCDCO1,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,145,R230623                       ,3/19/2024,6030050070               ,0.0
629,    CDCDCO1,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,151,R290623                       ,3/25/2024,6030050070               ,0.0
630,    CDCDCO1,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,242,R280923                       ,6/24/2024,6030050070               ,12866.0
631,    CDCDCO1,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,243,R290923                       ,6/25/2024,6030050070               ,6760.0
632,    CDCDCO1,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,134,R120623                       ,3/8/2024,6030050071               ,0.0
633,    CDCDCO1,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,135,R130623                       ,3/9/2024,6030050071               ,0.0
634,    CDCDCO1,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,152,R300623                       ,3/26/2024,6030050071               ,0.0
635,    CDCDCO1,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,162,R100723                       ,4/5/2024,6030050071               ,0.0
636,    CDCDCO1,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,254,R101023                       ,7/6/2024,6030050071               ,707.0
637,    CDCDCO1,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,171,R190723                       ,4/14/2024,6030050069               ,0.0
638,    CDCDCO1,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,177,R250723                       ,4/20/2024,6030050069               ,792.0
639,    CDCDCO1,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,242,R280923                       ,6/24/2024,6030050069               ,7344.0
640,    CDCDCO1,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,173,R210723                       ,4/16/2024,6030050072               ,371.0
641,    CDCDCO1,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,163,110623                        ,4/6/2024,6030040040               ,0.0
642,    CDCDCO1,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,229,160823                        ,6/11/2024,6030040040               ,608.0
643,    CDCDCO1,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,166,140623                        ,4/9/2024,6030040007               ,0.0
644,    CDCDCO1,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,160823                        ,6/11/2024,6030040007               ,58.0
645,    CDCDCO1,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",272,163,110623                        ,4/6/2024,6030040073               ,0.0
646,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,148,250622                        ,3/22/2024,6030010007               ,0.0
647,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,153,010723                        ,3/27/2024,6030010007               ,0.0
648,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,165,130723                        ,4/8/2024,6030010007               ,0.0
649,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,167,150723                        ,4/10/2024,6030010007               ,1891.0
650,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,187,040823                        ,4/30/2024,6030010007               ,3640.0
651,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,190,070823                        ,5/3/2024,6030010007               ,9360.0
652,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,197,140823                        ,5/10/2024,6030010007               ,2860.0
653,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,205,220823                        ,5/18/2024,6030010007               ,7020.0
654,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,215,010923                        ,5/28/2024,6030010007               ,4680.0
655,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,220,060923                        ,6/2/2024,6030010007               ,3640.0
656,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,251,071023                        ,7/3/2024,6030010007               ,3640.0
657,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,130,080623                        ,3/4/2024,6030010019               ,0.0
658,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,139,170623                        ,3/13/2024,6030010019               ,0.0
659,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,149,270623                        ,3/23/2024,6030010019               ,0.0
660,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,153,010723                        ,3/27/2024,6030010019               ,1738.0
661,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,175,230723                        ,4/18/2024,6030010019               ,144.0
662,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,179,270723                        ,4/22/2024,6030010019               ,144.0
663,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,184,010823                        ,4/27/2024,6030010019               ,3744.0
664,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,196,130823                        ,5/9/2024,6030010019               ,1872.0
665,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,205,220823                        ,5/18/2024,6030010019               ,2304.0
666,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,215,010923                        ,5/28/2024,6030010019               ,4608.0
667,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6/10/2024,6030010019               ,0.0
668,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,123,010723                        ,2/26/2024,6030010129               ,290.0
669,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,136,140623                        ,3/10/2024,6030010170               ,0.0
670,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,153,010723                        ,3/27/2024,6030010170               ,0.0
671,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,161,090723                        ,4/4/2024,6030010170               ,0.0
672,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,162,040723                        ,4/5/2024,6030010170               ,0.0
673,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,184,010823                        ,4/27/2024,6030010170               ,2096.0
674,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,186,030823                        ,4/29/2024,6030010170               ,4080.0
675,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,189,060823                        ,5/2/2024,6030010170               ,7616.0
676,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,190,070823                        ,5/3/2024,6030010170               ,8704.0
677,    CDCDCO1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,197,140823                        ,5/10/2024,6030010170               ,1088.0
