,Descripción,Lote,Dias al Vencimiento,cajas_x_pallets,Fecha de Vencimiento,Depósito Padre,SKU,Cajas Disponibles
511,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",140923                        ,228,144,6/10/2024,       CDVM,6030010019               ,0.0
512,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",140923                        ,228,144,6/10/2024,    CDCDCF1,6030010019               ,12094.0
513,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",140923                        ,228,144,6/10/2024,    CDCDCO1,6030010019               ,0.0
514,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",140923                        ,228,144,6/10/2024,    CDVMZPA,6030010019               ,6912.0
515,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",150923                        ,229,144,6/11/2024,       CDGD,6030010019               ,0.0
516,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",150923                        ,229,144,6/11/2024,       CDPI,6030010019               ,6912.0
517,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",150923                        ,229,144,6/11/2024,    CDVMZPA,6030010019               ,3456.0
518,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",170623                        ,139,144,3/13/2024,    CDCDCO1,6030010019               ,0.0
519,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",190923                        ,233,144,6/15/2024,       CDPI,6030010019               ,41472.0
520,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",190923                        ,233,144,6/15/2024,       CDVM,6030010019               ,0.0
521,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",190923                        ,233,144,6/15/2024,    CDVMZPA,6030010019               ,65664.0
522,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",200923                        ,234,144,6/16/2024,       CDPI,6030010019               ,6912.0
523,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",200923                        ,234,144,6/16/2024,       CDVM,6030010019               ,0.0
524,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",200923                        ,234,144,6/16/2024,    CDVMZPA,6030010019               ,3452.0
525,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",220823                        ,205,144,5/18/2024,       CDGD,6030010019               ,0.0
526,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",220823                        ,205,144,5/18/2024,    CDCDCO1,6030010019               ,2304.0
527,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",230723                        ,175,144,4/18/2024,    CDCDCO1,6030010019               ,144.0
528,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",240823                        ,207,144,5/20/2024,       CDGD,6030010019               ,0.0
529,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",240823                        ,207,144,5/20/2024,    CDVMZPA,6030010019               ,0.0
530,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",270623                        ,149,144,3/23/2024,    CDCDCO1,6030010019               ,0.0
531,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",270723                        ,179,144,4/22/2024,    CDCDCO1,6030010019               ,144.0
532,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",010723                        ,123,377,2/26/2024,    CDCDCO1,6030010129               ,290.0
533,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",010923                        ,185,377,4/28/2024,       CDVM,6030010129               ,377.0
534,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",040923                        ,218,377,5/31/2024,       CDVM,6030010129               ,377.0
535,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",050823                        ,158,377,4/1/2024,       CDGD,6030010129               ,2291.0
536,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",050823                        ,158,377,4/1/2024,       CDVM,6030010129               ,5220.0
537,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",050823                        ,158,377,4/1/2024,    CDCDCF1,6030010129               ,3887.0
538,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",060923                        ,190,377,5/3/2024,       CDVM,6030010129               ,33176.0
539,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",080723                        ,130,377,3/4/2024,       CDGD,6030010129               ,285.0
540,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",081023                        ,222,377,6/4/2024,       CDVM,6030010129               ,6032.0
541,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",140923                        ,228,377,6/10/2024,       CDVM,6030010129               ,377.0
542,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",300823                        ,183,377,4/26/2024,       CDVM,6030010129               ,201.0
543,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010723                        ,153,272,3/27/2024,    CDCDCO1,6030010170               ,0.0
544,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010823                        ,184,272,4/27/2024,    CDCDCO1,6030010170               ,2096.0
545,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,272,5/28/2024,       CDGD,6030010170               ,1564.0
546,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,272,5/28/2024,       CDPI,6030010170               ,32640.0
547,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,272,5/28/2024,      CDLDC,6030010170               ,7616.0
548,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,272,5/28/2024,    CDCDCF1,6030010170               ,10088.0
549,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,272,5/28/2024,    CDCDCO1,6030010170               ,1904.0
550,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,272,5/28/2024,    CDVMZPA,6030010170               ,33184.0
551,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",030823                        ,186,272,4/29/2024,       CDVM,6030010170               ,0.0
552,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",030823                        ,186,272,4/29/2024,    CDCDCO1,6030010170               ,4080.0
553,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",030823                        ,186,272,4/29/2024,    CDVMZPA,6030010170               ,13056.0
554,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",031023                        ,247,272,6/29/2024,       CDGD,6030010170               ,24752.0
555,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",031023                        ,247,272,6/29/2024,       CDVM,6030010170               ,2979.0
556,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",040723                        ,162,272,4/5/2024,    CDCDCO1,6030010170               ,0.0
557,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",040923                        ,218,272,5/31/2024,       CDPI,6030010170               ,13056.0
558,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",040923                        ,218,272,5/31/2024,    CDCDCO1,6030010170               ,2448.0
559,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",060823                        ,189,272,5/2/2024,    CDCDCO1,6030010170               ,7616.0
560,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,272,6/2/2024,       CDGD,6030010170               ,272.0
561,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,272,6/2/2024,       CDPI,6030010170               ,32640.0
562,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,272,6/2/2024,       CDVM,6030010170               ,188.0
563,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,272,6/2/2024,    CDCDCF1,6030010170               ,5712.0
564,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,272,6/2/2024,    CDVMZPA,6030010170               ,19584.0
565,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",070823                        ,190,272,5/3/2024,    CDCDCO1,6030010170               ,8704.0
566,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",070823                        ,190,272,5/3/2024,    CDVMZPA,6030010170               ,26111.0
567,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",071023                        ,251,272,7/3/2024,       CDGD,6030010170               ,6528.0
568,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",071023                        ,251,272,7/3/2024,       CDVM,6030010170               ,22372.0
569,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",090723                        ,161,272,4/4/2024,       CDPI,6030010170               ,44493.0
570,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",090723                        ,161,272,4/4/2024,      CDLDC,6030010170               ,4573.0
571,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",090723                        ,161,272,4/4/2024,    CDCDCO1,6030010170               ,0.0
572,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",090723                        ,161,272,4/4/2024,    CDVMZPA,6030010170               ,10901.0
573,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",091023                        ,253,272,7/5/2024,       CDVM,6030010170               ,4080.0
574,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",100923                        ,224,272,6/6/2024,       CDGD,6030010170               ,272.0
575,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",100923                        ,224,272,6/6/2024,       CDPI,6030010170               ,26112.0
576,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",100923                        ,224,272,6/6/2024,       CDVM,6030010170               ,0.0
577,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",100923                        ,224,272,6/6/2024,    CDCDCF1,6030010170               ,10880.0
578,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",100923                        ,224,272,6/6/2024,    CDVMZPA,6030010170               ,32640.0
579,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",140623                        ,136,272,3/10/2024,    CDCDCO1,6030010170               ,0.0
580,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",140823                        ,197,272,5/10/2024,       CDPI,6030010170               ,19584.0
581,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",140823                        ,197,272,5/10/2024,    CDCDCO1,6030010170               ,1088.0
582,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",140823                        ,197,272,5/10/2024,    CDVMZPA,6030010170               ,32640.0
583,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",150923                        ,229,272,6/11/2024,       CDPI,6030010170               ,39712.0
584,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",150923                        ,229,272,6/11/2024,       CDVM,6030010170               ,272.0
585,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",150923                        ,229,272,6/11/2024,    CDCDCF1,6030010170               ,3536.0
586,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",151023                        ,259,272,7/11/2024,       CDVM,6030010170               ,49232.0
587,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",160823                        ,199,272,5/12/2024,       CDPI,6030010170               ,26112.0
588,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",160823                        ,199,272,5/12/2024,    CDCDCO1,6030010170               ,12240.0
589,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",180923                        ,232,272,6/14/2024,       CDGD,6030010170               ,272.0
590,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",180923                        ,232,272,6/14/2024,       CDPI,6030010170               ,13056.0
591,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",180923                        ,232,272,6/14/2024,    CDCDCF1,6030010170               ,2720.0
592,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",180923                        ,232,272,6/14/2024,    CDVMZPA,6030010170               ,6528.0
593,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",200823                        ,203,272,5/16/2024,       CDPI,6030010170               ,13056.0
594,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",200823                        ,203,272,5/16/2024,    CDCDCO1,6030010170               ,272.0
595,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",200823                        ,203,272,5/16/2024,    CDVMZPA,6030010170               ,13056.0
596,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",210923                        ,235,272,6/17/2024,       CDGD,6030010170               ,3536.0
597,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",210923                        ,235,272,6/17/2024,       CDPI,6030010170               ,13056.0
598,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",210923                        ,235,272,6/17/2024,       CDVM,6030010170               ,272.0
599,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",210923                        ,235,272,6/17/2024,    CDCDCF1,6030010170               ,10876.0
600,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",210923                        ,235,272,6/17/2024,    CDCDCO1,6030010170               ,0.0
601,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",210923                        ,235,272,6/17/2024,    CDVMZPA,6030010170               ,19583.0
602,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220823                        ,206,272,5/19/2024,       CDGD,6030010170               ,210.0
603,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220823                        ,206,272,5/19/2024,       CDPI,6030010170               ,39168.0
604,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220823                        ,206,272,5/19/2024,    CDVMZPA,6030010170               ,45696.0
605,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",230723                        ,175,272,4/18/2024,       CDPI,6030010170               ,39168.0
606,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",230723                        ,175,272,4/18/2024,    CDVMZPA,6030010170               ,45696.0
607,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",240923                        ,238,272,6/20/2024,    CDVMZPA,6030010170               ,13056.0
608,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",250923                        ,239,272,6/21/2024,       CDVM,6030010170               ,272.0
609,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",270723                        ,179,272,4/22/2024,       CDPI,6030010170               ,6528.0
610,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",300823                        ,213,272,5/26/2024,       CDGD,6030010170               ,0.0
611,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,80,5/28/2024,       CDGD,6030010208               ,640.0
612,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,80,5/28/2024,       CDPI,6030010208               ,1920.0
613,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",010923                        ,215,80,5/28/2024,    CDCDCF1,6030010208               ,0.0
614,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",040723                        ,156,80,3/30/2024,       CDPI,6030010208               ,9442.0
615,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",040723                        ,156,80,3/30/2024,    CDCDCO1,6030010208               ,0.0
616,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",040723                        ,156,80,3/30/2024,    CDVMZPA,6030010208               ,7680.0
617,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",060823                        ,189,80,5/2/2024,       CDVM,6030010208               ,0.0
618,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",060823                        ,189,80,5/2/2024,    CDCDCO1,6030010208               ,3105.0
619,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,80,6/2/2024,       CDPI,6030010208               ,7680.0
620,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,80,6/2/2024,    CDCDCF1,6030010208               ,0.0
621,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",060923                        ,220,80,6/2/2024,    CDVMZPA,6030010208               ,9600.0
622,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",081023                        ,252,80,7/4/2024,       CDGD,6030010208               ,3200.0
623,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",081023                        ,252,80,7/4/2024,       CDVM,6030010208               ,2672.0
624,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",110623                        ,133,80,3/7/2024,       CDPI,6030010208               ,367.0
625,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",110623                        ,133,80,3/7/2024,    CDCDCO1,6030010208               ,0.0
626,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",110623                        ,133,80,3/7/2024,    CDVMZPA,6030010208               ,2028.0
627,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",130723                        ,165,80,4/8/2024,       CDPI,6030010208               ,5760.0
628,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",130723                        ,165,80,4/8/2024,    CDCDCO1,6030010208               ,0.0
629,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",130723                        ,165,80,4/8/2024,    CDVMZPA,6030010208               ,7680.0
630,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",140823                        ,197,80,5/10/2024,       CDPI,6030010208               ,5760.0
631,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",140823                        ,197,80,5/10/2024,    CDVMZPA,6030010208               ,13440.0
632,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",170623                        ,139,80,3/13/2024,       CDGD,6030010208               ,2.0
633,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",170623                        ,139,80,3/13/2024,       CDPI,6030010208               ,3840.0
634,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",170623                        ,139,80,3/13/2024,      CDLDC,6030010208               ,1195.0
635,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",170623                        ,139,80,3/13/2024,    CDVMZPA,6030010208               ,3840.0
636,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",181023                        ,262,80,7/14/2024,       CDVM,6030010208               ,7520.0
637,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",250723                        ,177,80,4/20/2024,      CDLDC,6030010208               ,6720.0
638,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",260823                        ,209,80,5/22/2024,       CDGD,6030010208               ,119.0
639,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",260823                        ,209,80,5/22/2024,       CDVM,6030010208               ,81.0
640,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",260823                        ,209,80,5/22/2024,    CDCDCO1,6030010208               ,480.0
641,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010823                        ,184,108,4/27/2024,    CDCDCF1,6030010026               ,108.0
642,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010823                        ,184,108,4/27/2024,    CDCDCO1,6030010026               ,4212.0
643,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010823                        ,184,108,4/27/2024,    CDVMZPA,6030010026               ,13556.0
644,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,108,5/28/2024,       CDGD,6030010026               ,0.0
645,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,108,5/28/2024,       CDPI,6030010026               ,5184.0
646,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,108,5/28/2024,      CDLDC,6030010026               ,51.0
647,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,108,5/28/2024,    CDCDCF1,6030010026               ,16351.0
648,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,108,5/28/2024,    CDCDCO1,6030010026               ,3456.0
649,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,108,5/28/2024,    CDVMZPA,6030010026               ,2592.0
650,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",051023                        ,249,108,7/1/2024,       CDGD,6030010026               ,9432.0
651,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",051023                        ,249,108,7/1/2024,       CDVM,6030010026               ,19811.0
652,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",051023                        ,249,108,7/1/2024,    CDCDCO1,6030010026               ,1836.0
653,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",060723                        ,158,108,4/1/2024,    CDCDCO1,6030010026               ,1296.0
654,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",080623                        ,130,108,3/4/2024,    CDCDCO1,6030010026               ,1087.0
655,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,108,6/6/2024,       CDPI,6030010026               ,15552.0
656,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,108,6/6/2024,    CDVMZPA,6030010026               ,5180.0
657,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",120823                        ,195,108,5/8/2024,    CDCDCF1,6030010026               ,2164.0
658,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",120823                        ,195,108,5/8/2024,    CDCDCO1,6030010026               ,1944.0
659,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",130723                        ,165,108,4/8/2024,       CDGD,6030010026               ,83.0
660,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",130723                        ,165,108,4/8/2024,       CDPI,6030010026               ,4814.0
661,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",130723                        ,165,108,4/8/2024,    CDCDCO1,6030010026               ,1512.0
662,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",290723                        ,181,108,4/24/2024,       CDPI,6030010026               ,3240.0
663,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",290723                        ,181,108,4/24/2024,       CDVM,6030010026               ,93.0
664,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",290723                        ,181,108,4/24/2024,    CDCDCO1,6030010026               ,1512.0
665,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",120923                        ,226,80,6/8/2024,    CDCDCF1,6030010228               ,186.0
666,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",220823                        ,205,80,5/18/2024,    CDCDCF1,6030010228               ,0.0
