,Depósito Padre,cajas_x_pallets,SKU,Descripción,Fecha de Vencimiento,Dias al Vencimiento,Lote,Cajas Disponibles
506,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/10/2024,320,110922                        ,0.0
507,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",10/24/2024,364,251022                        ,0.0
508,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",11/16/2024,387,181122                        ,0.0
509,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",11/22/2024,393,231122                        ,0.0
510,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",12/5/2024,406,061222                        ,0.0
511,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",2/15/2025,478,160223                        ,0.0
512,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/2/2025,493,030323                        ,0.0
513,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/21/2025,512,220323                        ,0.0
514,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/26/2025,517,270323                        ,0.0
515,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/16/2025,538,170423                        ,0.0
516,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/21/2025,543,220423                        ,0.0
517,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/26/2025,548,270423                        ,0.0
518,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/28/2025,550,290423                        ,0.0
519,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",5/16/2025,568,170523                        ,0.0
520,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6/20/2025,603,210623                        ,0.0
521,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6/30/2025,613,300623                        ,0.0
522,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",7/17/2025,630,180723                        ,0.0
523,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",7/24/2025,637,250723                        ,1.0
524,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",7/29/2025,642,300723                        ,0.0
525,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/4/2025,648,060823                        ,0.0
526,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/12/2025,656,130823                        ,0.0
527,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/27/2025,671,280823                        ,0.0
528,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/15/2025,690,160923                        ,0.0
529,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,698,240923                        ,0.0
530,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",8/15/2024,294,160822                        ,0.0
531,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/11/2024,321,120922                        ,0.0
532,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",12/21/2024,422,221222                        ,0.0
533,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",2/6/2025,469,060223                        ,0.0
534,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",2/22/2025,485,210223                        ,236.0
535,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",5/3/2025,555,040523                        ,360.0
536,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6/20/2025,603,170623                        ,1440.0
537,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6/26/2025,609,270623                        ,419.0
538,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",7/25/2025,638,250723                        ,0.0
539,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",8/16/2025,660,170823                        ,300.0
540,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/10/2025,685,110923                        ,2880.0
541,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/27/2025,702,280923                        ,1440.0
542,    CDCDCO1,60,6010020199               ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",9/9/2024,319,100922                        ,60.0
543,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",10/18/2024,358,191022                        ,0.0
544,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",12/2/2024,403,011222                        ,0.0
545,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",12/19/2024,420,201222                        ,0.0
546,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",2/2/2025,465,020223                        ,0.0
547,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",2/15/2025,478,150223                        ,0.0
548,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",2/27/2025,490,270223                        ,0.0
549,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",3/14/2025,505,110323                        ,0.0
550,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",4/5/2025,527,060423                        ,0.0
551,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",5/2/2025,554,020523                        ,0.0
552,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",5/15/2025,567,160523                        ,0.0
553,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",7/6/2025,619,070723                        ,0.0
554,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",7/24/2025,637,250723                        ,0.0
555,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",8/8/2025,652,080823                        ,1407.0
556,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",8/25/2025,669,250823                        ,6900.0
557,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",10/8/2025,713,091023                        ,5040.0
558,    CDCDCO1,60,6010570019               ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",9/7/2024,317,070922                        ,0.0
559,    CDCDCO1,60,6010570019               ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",11/23/2024,394,241122                        ,0.0
560,    CDCDCO1,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",6/24/2024,242,250622                        ,88.0
561,    CDCDCO1,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",3/13/2025,504,140323                        ,60.0
562,    CDCDCO1,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",4/11/2025,533,120423                        ,240.0
563,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/26/2024,305,270822                        ,0.0
564,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/4/2024,314,060922                        ,0.0
565,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/19/2024,329,190922                        ,0.0
566,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",11/25/2024,396,261122                        ,0.0
567,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",12/15/2024,416,161222                        ,0.0
568,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",2/27/2025,490,280223                        ,0.0
569,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",5/2/2025,554,030523                        ,0.0
570,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",5/18/2025,570,190523                        ,0.0
571,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",5/24/2025,576,230523                        ,0.0
572,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",6/3/2025,586,040623                        ,0.0
573,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",7/4/2025,617,050723                        ,0.0
574,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",7/14/2025,627,150723                        ,0.0
575,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",7/31/2025,644,010823                        ,0.0
576,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/17/2025,661,180823                        ,0.0
577,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/20/2025,664,210823                        ,4006.0
578,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/8/2025,683,090923                        ,288.0
579,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/21/2025,696,220923                        ,1440.0
580,    CDCDCO1,72,6011570001               ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",8/17/2024,296,170822                        ,0.0
581,    CDCDCO1,72,6011570001               ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",1/11/2025,443,120123                        ,25.0
582,    CDCDCO1,72,6011570001               ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",3/14/2025,505,150323                        ,72.0
583,    CDCDCO1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/7/2024,133,110623                        ,0.0
584,    CDCDCO1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/30/2024,156,040723                        ,0.0
585,    CDCDCO1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",4/8/2024,165,130723                        ,0.0
586,    CDCDCO1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/2/2024,189,060823                        ,3105.0
587,    CDCDCO1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/22/2024,209,260823                        ,480.0
588,    CDCDCO1,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",3/4/2024,130,R080623                       ,0.0
589,    CDCDCO1,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",3/6/2024,132,R100623                       ,0.0
590,    CDCDCO1,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/2/2024,159,R070723                       ,480.0
591,    CDCDCO1,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",4/24/2024,181,290623                        ,0.0
592,    CDCDCO1,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",5/24/2024,211,290723                        ,26.0
593,    CDCDCO1,80,6050100004               ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",3/4/2024,130,080623                        ,34.0
594,    CDCDCO1,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",3/25/2024,151,300523                        ,0.0
595,    CDCDCO1,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",6/19/2024,237,240823                        ,10.0
596,    CDCDCO1,105,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",1/2/2025,434,010123                        ,30.0
597,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",9/2/2024,312,010922                        ,0.0
598,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",10/24/2024,364,251022                        ,0.0
599,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",11/13/2024,384,141122                        ,0.0
600,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",11/24/2024,395,261122                        ,0.0
601,    CDCDCO1,105,6010950016               ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",4/26/2024,183,250422                        ,0.0
602,    CDCDCO1,105,6010950016               ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",3/14/2025,505,150323                        ,0.0
603,    CDCDCO1,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",3/21/2024,147,220322                        ,117.0
604,    CDCDCO1,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",11/21/2024,392,211122                        ,105.0
605,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",3/4/2024,130,080623                        ,1087.0
606,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/1/2024,158,060723                        ,1296.0
607,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/8/2024,165,130723                        ,1512.0
608,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/24/2024,181,290723                        ,1512.0
609,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/27/2024,184,010823                        ,4212.0
610,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/8/2024,195,120823                        ,1944.0
611,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,3456.0
612,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",7/1/2024,249,051023                        ,1836.0
613,    CDCDCO1,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/16/2024,173,R210723                       ,371.0
614,    CDCDCO1,144,6010950015               ,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.",7/12/2024,260,120722                        ,0.0
615,    CDCDCO1,144,6010960007               ,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.",6/22/2024,240,220622                        ,0.0
616,    CDCDCO1,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",6/21/2024,239,220622                        ,278.0
617,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/4/2024,130,080623                        ,0.0
618,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/13/2024,139,170623                        ,0.0
619,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/23/2024,149,270623                        ,0.0
620,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",3/27/2024,153,010723                        ,1738.0
621,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/18/2024,175,230723                        ,144.0
622,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/22/2024,179,270723                        ,144.0
623,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/27/2024,184,010823                        ,3744.0
624,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/9/2024,196,130823                        ,1872.0
625,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/18/2024,205,220823                        ,2304.0
626,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,4608.0
627,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,228,140923                        ,0.0
628,    CDCDCO1,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",4/9/2024,166,140623                        ,0.0
629,    CDCDCO1,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/11/2024,229,160823                        ,58.0
630,    CDCDCO1,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",3/8/2024,134,R120623                       ,0.0
631,    CDCDCO1,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",3/9/2024,135,R130623                       ,0.0
632,    CDCDCO1,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",3/26/2024,152,R300623                       ,0.0
633,    CDCDCO1,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/5/2024,162,R100723                       ,0.0
634,    CDCDCO1,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",7/6/2024,254,R101023                       ,707.0
635,    CDCDCO1,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",4/20/2024,177,250623                        ,158.0
636,    CDCDCO1,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6/29/2024,247,030923                        ,288.0
637,    CDCDCO1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",3/27/2024,153,010623                        ,0.0
638,    CDCDCO1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,186,040723                        ,0.0
639,    CDCDCO1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,220,070823                        ,108.0
640,    CDCDCO1,156,6010900002               ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",5/15/2024,202,160522                        ,0.0
641,    CDCDCO1,156,6010900018               ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",4/20/2024,177,210422                        ,0.0
642,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",9/16/2024,326,170922                        ,0.0
643,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",10/14/2024,354,161022                        ,0.0
644,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",11/1/2024,372,021122                        ,0.0
645,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",12/14/2024,415,151222                        ,0.0
646,    CDCDCO1,160,6010900031               ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",7/12/2024,260,120722                        ,0.0
647,    CDCDCO1,160,6010900031               ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,510,210323                        ,0.0
648,    CDCDCO1,160,6010900032               ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",7/11/2024,259,120722                        ,0.0
649,    CDCDCO1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",6/18/2024,236,190622                        ,22.0
650,    CDCDCO1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",11/2/2024,373,031122                        ,160.0
651,    CDCDCO1,185,6010900024               ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",8/2/2024,281,010822                        ,0.0
652,    CDCDCO1,185,6010900024               ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",12/20/2024,421,211222                        ,185.0
653,    CDCDCO1,185,6010900024               ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",2/28/2025,491,240223                        ,0.0
654,    CDCDCO1,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",5/16/2024,203,137/22                        ,0.0
655,    CDCDCO1,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",10/10/2024,350,284/22                        ,0.0
656,    CDCDCO1,224,6010140008               ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",7/26/2024,274,208/22                        ,0.0
657,    CDCDCO1,224,6010140008               ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",10/13/2024,353,287/22                        ,125.0
658,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",4/25/2024,182,116/22                        ,0.0
659,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",5/26/2024,213,147/22                        ,0.0
660,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/11/2024,290,224/22                        ,0.0
661,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/16/2024,295,229/22                        ,0.0
662,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/19/2024,329,263/22                        ,0.0
663,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/23/2024,333,267/22                        ,0.0
664,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",11/13/2024,384,318/22                        ,0.0
665,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",7/19/2025,632,201/23                        ,0.0
666,    CDCDCO1,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",8/4/2024,283,217/22                        ,0.0
667,    CDCDCO1,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",5/2/2025,554,123/23                        ,0.0
668,    CDCDCO1,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",5/18/2025,570,139/22                        ,6.0
669,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/22/2024,148,250622                        ,0.0
670,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/27/2024,153,010723                        ,0.0
671,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/8/2024,165,130723                        ,0.0
672,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/10/2024,167,150723                        ,1891.0
673,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/30/2024,187,040823                        ,3640.0
674,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/3/2024,190,070823                        ,9360.0
675,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/10/2024,197,140823                        ,2860.0
676,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/18/2024,205,220823                        ,7020.0
677,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,4680.0
678,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,3640.0
679,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/3/2024,251,071023                        ,3640.0
