,Descripción,Dias al Vencimiento,Fecha de Vencimiento,Depósito Padre,Lote,cajas_x_pallets,SKU,Cajas Disponibles
666,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",186,4/29/2024,    CDVMZPA,040723                        ,260,6090020009               ,3310.0
667,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",213,5/26/2024,    CDCDCO1, 230723                       ,260,6090020009               ,0.0
668,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,6/2/2024,       CDGD,070823                        ,260,6090020009               ,0.0
669,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,6/2/2024,    CDCDCO1,070823                        ,260,6090020009               ,0.0
670,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,6/2/2024,    CDVMZPA,070823                        ,260,6090020009               ,18060.0
671,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",237,6/19/2024,       CDGD,240823                        ,260,6090020009               ,524.0
672,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",256,7/8/2024,       CDGD,120923                        ,260,6090020009               ,780.0
673,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",256,7/8/2024,       CDVM,120923                        ,260,6090020009               ,186.0
674,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",262,7/14/2024,       CDGD,140923                        ,260,6090020009               ,1560.0
675,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",262,7/14/2024,       CDVM,140923                        ,260,6090020009               ,0.0
676,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",275,7/27/2024,       CDGD,011023                        ,260,6090020009               ,2600.0
677,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",275,7/27/2024,       CDVM,011023                        ,260,6090020009               ,27440.0
678,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",275,7/27/2024,    CDCDCO1,011023                        ,260,6090020009               ,1520.0
679,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",292,8/13/2024,       CDVM,181023                        ,260,6090020009               ,22360.0
680,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",294,8/15/2024,       CDVM,201023                        ,260,6090020009               ,1560.0
681,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",153,3/27/2024,    CDCDCO1,010623                        ,144,6090020011               ,0.0
682,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",162,4/5/2024,       CDVM,100623                        ,144,6090020011               ,133.0
683,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",186,4/29/2024,       CDGD,040723                        ,144,6090020011               ,0.0
684,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",186,4/29/2024,       CDPI,040723                        ,144,6090020011               ,63.0
685,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",186,4/29/2024,    CDCDCF1,040723                        ,144,6090020011               ,406.0
686,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",186,4/29/2024,    CDCDCO1,040723                        ,144,6090020011               ,0.0
687,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,6/2/2024,       CDGD,070823                        ,144,6090020011               ,261.0
688,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,6/2/2024,       CDVM,070823                        ,144,6090020011               ,173.0
689,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,6/2/2024,    CDCDCF1,070823                        ,144,6090020011               ,1008.0
690,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,6/2/2024,    CDCDCO1,070823                        ,144,6090020011               ,108.0
691,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",256,7/8/2024,       CDGD,120923                        ,144,6090020011               ,144.0
692,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",256,7/8/2024,       CDVM,120923                        ,144,6090020011               ,22860.0
693,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",179,4/22/2024,       CDGD,260823                        ,377,6090020010               ,367.0
694,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",179,4/22/2024,    CDCDCF1,260823                        ,377,6090020010               ,272.0
695,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",199,5/12/2024,       CDGD,150923                        ,377,6090020010               ,1508.0
696,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",199,5/12/2024,       CDVM,150923                        ,377,6090020010               ,7176.0
697,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",216,5/29/2024,       CDVM,021023                        ,377,6090020010               ,13195.0
698,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",151,3/25/2024,       CDGD,300523                        ,80,6090020012               ,25.0
699,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",151,3/25/2024,    CDCDCO1,300523                        ,80,6090020012               ,0.0
700,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",237,6/19/2024,       CDGD,240823                        ,80,6090020012               ,96.0
701,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",237,6/19/2024,    CDCDCO1,240823                        ,80,6090020012               ,10.0
702,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",263,7/15/2024,       CDGD,190923                        ,80,6090020012               ,80.0
703,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",263,7/15/2024,       CDVM,190923                        ,80,6090020012               ,1476.0
704,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",280,8/1/2024,       CDVM,061023                        ,80,6090020012               ,4880.0
705,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",181,4/24/2024,    CDCDCF1,280823                        ,60,6090020014               ,50.0
706,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",202,5/15/2024,    CDCDCF1,180923                        ,60,6090020014               ,250.0
707,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",203,5/16/2024,    CDCDCO1,137/22                        ,224,6010140007               ,0.0
708,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",350,10/10/2024,    CDCDCO1,284/22                        ,224,6010140007               ,0.0
709,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",617,7/4/2025,    CDCDCF1,186/23                        ,224,6010140007               ,9.0
710,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",687,9/12/2025,       CDVM,256/23                        ,224,6010140007               ,1292.0
711,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",687,9/12/2025,    CDCDCF1,256/23                        ,224,6010140007               ,427.0
712,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",688,9/13/2025,       CDGD,257/23                        ,224,6010140007               ,2602.0
713,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",688,9/13/2025,       CDVM,257/23                        ,224,6010140007               ,224.0
714,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",689,9/14/2025,       CDGD,258/23                        ,224,6010140007               ,896.0
715,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",274,7/26/2024,    CDCDCO1,208/22                        ,224,6010140008               ,0.0
716,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",353,10/13/2024,    CDCDCO1,287/22                        ,224,6010140008               ,125.0
717,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",618,7/5/2025,       CDVM,187/23                        ,224,6010140008               ,0.0
718,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",689,9/14/2025,       CDGD,258/23                        ,224,6010140008               ,25.0
719,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",689,9/14/2025,       CDVM,258/23                        ,224,6010140008               ,1195.0
720,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",690,9/15/2025,       CDGD,259/23                        ,224,6010140008               ,1152.0
721,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",692,9/17/2025,       CDGD,261/23                        ,224,6010140008               ,896.0
722,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",182,4/25/2024,    CDCDCO1,116/22                        ,224,6010550008               ,0.0
723,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",213,5/26/2024,    CDCDCO1,147/22                        ,224,6010550008               ,0.0
724,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",290,8/11/2024,    CDCDCO1,224/22                        ,224,6010550008               ,0.0
725,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",295,8/16/2024,    CDCDCO1,229/22                        ,224,6010550008               ,0.0
726,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",329,9/19/2024,    CDCDCO1,263/22                        ,224,6010550008               ,0.0
727,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",333,9/23/2024,    CDCDCO1,267/22                        ,224,6010550008               ,0.0
728,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",384,11/13/2024,    CDCDCO1,318/22                        ,224,6010550008               ,0.0
729,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",632,7/19/2025,    CDCDCO1,201/23                        ,224,6010550008               ,0.0
730,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",640,7/27/2025,       CDGD,209/23                        ,224,6010550008               ,0.0
731,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",644,7/31/2025,       CDGD,213/23                        ,224,6010550008               ,0.0
732,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",653,8/9/2025,       CDVM,223/23                        ,224,6010550008               ,224.0
733,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",660,8/16/2025,       CDVM,229/23                        ,224,6010550008               ,364.0
734,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",665,8/21/2025,       CDGD,234/23                        ,224,6010550008               ,0.0
735,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",666,8/22/2025,       CDGD,235/23                        ,224,6010550008               ,133.0
736,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",667,8/23/2025,       CDGD,236/23                        ,224,6010550008               ,736.0
737,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",671,8/27/2025,       CDGD,240/23                        ,224,6010550008               ,448.0
738,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",672,8/28/2025,       CDGD,241/23                        ,224,6010550008               ,224.0
739,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",672,8/28/2025,    CDCDCF1,241/23                        ,224,6010550008               ,1.0
740,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",673,8/29/2025,       CDGD,242/23                        ,224,6010550008               ,1568.0
741,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",673,8/29/2025,    CDCDCF1,242/23                        ,224,6010550008               ,411.0
742,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",674,8/30/2025,       CDGD,243/23                        ,224,6010550008               ,2240.0
743,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",681,9/6/2025,       CDGD,250/23                        ,224,6010550008               ,896.0
744,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",682,9/7/2025,       CDGD,251/23                        ,224,6010550008               ,2464.0
745,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",683,9/8/2025,       CDGD,252/23                        ,224,6010550008               ,1344.0
746,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",685,9/10/2025,       CDGD,254/23                        ,224,6010550008               ,3808.0
747,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",686,9/11/2025,       CDGD,255/23                        ,224,6010550008               ,1120.0
748,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",699,9/24/2025,       CDGD,268/23                        ,224,6010550008               ,672.0
749,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",700,9/25/2025,       CDGD,269/23                        ,224,6010550008               ,3584.0
750,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",701,9/26/2025,       CDGD,270/23                        ,224,6010550008               ,3808.0
751,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",702,9/27/2025,       CDGD,271/23                        ,224,6010550008               ,3584.0
752,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",703,9/28/2025,       CDGD,272/23                        ,224,6010550008               ,896.0
753,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",718,10/13/2025,       CDGD,287/23                        ,224,6010550008               ,448.0
754,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",283,8/4/2024,    CDCDCO1,217/22                        ,224,6011640001               ,0.0
755,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",554,5/2/2025,    CDCDCO1,123/23                        ,224,6011640001               ,0.0
756,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",570,5/18/2025,    CDCDCO1,139/22                        ,224,6011640001               ,6.0
757,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",623,7/10/2025,       CDGD,192/23                        ,224,6011640001               ,0.0
758,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",645,8/1/2025,    CDCDCF1,214/23                        ,224,6011640001               ,183.0
759,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",680,9/5/2025,       CDVM,249/23                        ,224,6011640001               ,893.0
760,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",681,9/6/2025,       CDVM,250/23                        ,224,6011640001               ,224.0
761,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",706,10/1/2025,       CDGD,275/23                        ,224,6011640001               ,1344.0
762,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",707,10/2/2025,       CDGD,276/23                        ,224,6011640001               ,199.0
763,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",123,2/26/2024,    CDCDCO1,010623                        ,260,6050100007               ,0.0
764,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",182,4/25/2024,    CDCDCO1,300723                        ,260,6050100007               ,0.0
765,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",184,4/27/2024,       CDGD,010823                        ,260,6050100007               ,56.0
766,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",184,4/27/2024,    CDCDCO1,010823                        ,260,6050100007               ,555.0
767,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",184,4/27/2024,    CDVMZPA,010823                        ,260,6050100007               ,12475.0
768,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",243,6/25/2024,       CDVM,290923                        ,260,6050100007               ,36.0
769,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",245,6/27/2024,       CDGD,011023                        ,260,6050100007               ,4380.0
770,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",245,6/27/2024,       CDVM,011023                        ,260,6050100007               ,11680.0
771,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",245,6/27/2024,    CDCDCO1,011023                        ,260,6050100007               ,260.0
772,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",157,3/31/2024,       CDVM,040823                        ,377,6050100001               ,180.0
773,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",157,3/31/2024,    CDCDCF1,040823                        ,377,6050100001               ,125.0
774,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",213,5/26/2024,       CDVM,290923                        ,377,6050100001               ,1885.0
775,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",215,5/28/2024,       CDVM,011023                        ,377,6050100001               ,3393.0
776,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",124,2/27/2024,       CDPI,020623                        ,272,6050100002               ,4074.0
777,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",124,2/27/2024,    CDCDCO1,020623                        ,272,6050100002               ,0.0
778,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",182,4/25/2024,       CDGD,300723                        ,272,6050100002               ,1109.0
779,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",182,4/25/2024,       CDVM,300723                        ,272,6050100002               ,152.0
780,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",243,6/25/2024,       CDGD,290923                        ,272,6050100002               ,544.0
781,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",243,6/25/2024,       CDVM,290923                        ,272,6050100002               ,6834.0
782,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",243,6/25/2024,    CDCDCO1,290923                        ,272,6050100002               ,544.0
783,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",130,3/4/2024,       CDGD,080623                        ,80,6050100004               ,0.0
784,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",130,3/4/2024,       CDVM,080623                        ,80,6050100004               ,554.0
785,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",130,3/4/2024,    CDCDCO1,080623                        ,80,6050100004               ,34.0
786,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",245,6/27/2024,       CDGD,011023                        ,80,6050100004               ,160.0
787,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",245,6/27/2024,       CDVM,011023                        ,80,6050100004               ,2720.0
