,Descripción,Dias al Vencimiento,Fecha de Vencimiento,Depósito Padre,Lote,cajas_x_pallets,SKU,Cajas Disponibles
354,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",262,7/14/2024,       CDVM,R181023                       ,144,6030050071               ,6768.0
355,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",263,7/15/2024,       CDGD,R191023                       ,144,6030050071               ,3456.0
356,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",171,4/14/2024,    CDCDCO1,R190723                       ,272,6030050069               ,0.0
357,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",177,4/20/2024,    CDCDCO1,R250723                       ,272,6030050069               ,792.0
358,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",180,4/23/2024,       CDGD,R280723                       ,272,6030050069               ,204.0
359,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",226,6/8/2024,      CDLDC,R120923                       ,272,6030050069               ,0.0
360,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",227,6/9/2024,      CDLDC,R130923                       ,272,6030050069               ,0.0
361,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",228,6/10/2024,      CDLDC,R140923                       ,272,6030050069               ,0.0
362,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",229,6/11/2024,      CDLDC,R150923                       ,272,6030050069               ,0.0
363,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",230,6/12/2024,      CDLDC,R160923                       ,272,6030050069               ,0.0
364,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",234,6/16/2024,      CDLDC,R200923                       ,272,6030050069               ,0.0
365,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",235,6/17/2024,      CDLDC,R210923                       ,272,6030050069               ,0.0
366,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",236,6/18/2024,      CDLDC,R220923                       ,272,6030050069               ,0.0
367,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",237,6/19/2024,      CDLDC,R230923                       ,272,6030050069               ,0.0
368,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",239,6/21/2024,      CDLDC,R250923                       ,272,6030050069               ,0.0
369,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",240,6/22/2024,      CDLDC,R260923                       ,272,6030050069               ,0.0
370,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",241,6/23/2024,      CDLDC,R270923                       ,272,6030050069               ,506.0
371,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",242,6/24/2024,    CDCDCO1,R280923                       ,272,6030050069               ,7344.0
372,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",243,6/25/2024,      CDLDC,R290923                       ,272,6030050069               ,3574.0
373,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",253,7/5/2024,       CDGD,R091023                       ,272,6030050069               ,2788.0
374,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",254,7/6/2024,       CDGD,R101023                       ,272,6030050069               ,6800.0
375,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",254,7/6/2024,       CDVM,R101023                       ,272,6030050069               ,0.0
376,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",255,7/7/2024,       CDGD,R111023                       ,272,6030050069               ,7344.0
377,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",255,7/7/2024,       CDVM,R111023                       ,272,6030050069               ,2720.0
378,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",256,7/8/2024,       CDVM,R121023                       ,272,6030050069               ,9818.0
379,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",257,7/9/2024,       CDGD,R131023                       ,272,6030050069               ,7150.0
380,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",257,7/9/2024,       CDVM,R131023                       ,272,6030050069               ,1632.0
381,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",261,7/13/2024,       CDGD,R171023                       ,272,6030050069               ,8160.0
382,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",262,7/14/2024,       CDVM,R181023                       ,272,6030050069               ,10608.0
383,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",263,7/15/2024,       CDGD,R191023                       ,272,6030050069               ,5440.0
384,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",263,7/15/2024,       CDVM,R191023                       ,272,6030050069               ,4624.0
385,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",173,4/16/2024,    CDCDCO1,R210723                       ,108,6030050072               ,371.0
386,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",176,4/19/2024,    CDVMZPA,R240723                       ,108,6030050072               ,0.0
387,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",177,4/20/2024,       CDGD,R250723                       ,108,6030050072               ,720.0
388,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",177,4/20/2024,    CDVMZPA,R250723                       ,108,6030050072               ,0.0
389,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",184,4/27/2024,    CDVMZPA,R010823                       ,108,6030050072               ,0.0
390,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",185,4/28/2024,       CDPI,R020823                       ,108,6030050072               ,3635.0
391,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",185,4/28/2024,    CDVMZPA,R020823                       ,108,6030050072               ,0.0
392,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",186,4/29/2024,    CDVMZPA,R030823                       ,108,6030050072               ,3932.0
393,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",187,4/30/2024,       CDPI,R040823                       ,108,6030050072               ,2484.0
394,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",187,4/30/2024,    CDVMZPA,R040823                       ,108,6030050072               ,2484.0
395,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",188,5/1/2024,       CDPI,R050823                       ,108,6030050072               ,2648.0
396,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",225,6/7/2024,       CDGD,R110923                       ,108,6030050072               ,0.0
397,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",225,6/7/2024,      CDLDC,R110923                       ,108,6030050072               ,162.0
398,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",226,6/8/2024,      CDLDC,R120923                       ,108,6030050072               ,4428.0
399,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",227,6/9/2024,      CDLDC,R130923                       ,108,6030050072               ,4104.0
400,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",228,6/10/2024,      CDLDC,R140923                       ,108,6030050072               ,4212.0
401,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",229,6/11/2024,      CDLDC,R150923                       ,108,6030050072               ,4212.0
402,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",230,6/12/2024,      CDLDC,R160923                       ,108,6030050072               ,2268.0
403,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",232,6/14/2024,      CDLDC,R180923                       ,108,6030050072               ,864.0
404,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",163,4/6/2024,       CDGD,110623                        ,260,6030040040               ,37.0
405,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",163,4/6/2024,    CDCDCO1,110623                        ,260,6030040040               ,0.0
406,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,6/11/2024,       CDGD,160823                        ,260,6030040040               ,3.0
407,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,6/11/2024,       CDVM,160823                        ,260,6030040040               ,0.0
408,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,6/11/2024,    CDCDCF1,160823                        ,260,6030040040               ,2068.0
409,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,6/11/2024,    CDCDCO1,160823                        ,260,6030040040               ,608.0
410,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",238,6/20/2024,       CDGD,250823                        ,260,6030040040               ,1740.0
411,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",238,6/20/2024,       CDVM,250823                        ,260,6030040040               ,0.0
412,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",242,6/24/2024,       CDVM,230823                        ,260,6030040040               ,0.0
413,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",166,4/9/2024,    CDCDCO1,140623                        ,144,6030040007               ,0.0
414,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,       CDGD,160823                        ,144,6030040007               ,1039.0
415,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,       CDVM,160823                        ,144,6030040007               ,12513.0
416,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,    CDCDCF1,160823                        ,144,6030040007               ,910.0
417,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,    CDCDCO1,160823                        ,144,6030040007               ,58.0
418,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",163,4/6/2024,    CDCDCO1,110623                        ,272,6030040073               ,0.0
419,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",238,6/20/2024,       CDGD,250823                        ,272,6030040073               ,457.0
420,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",238,6/20/2024,       CDVM,250823                        ,272,6030040073               ,1308.0
421,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",238,6/20/2024,       CDVM,250823                        ,108,6030040057               ,2119.0
422,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",238,6/20/2024,    CDCDCF1,250823                        ,108,6030040057               ,228.0
423,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",175,4/18/2024,    CDCDCF1,220823                        ,60,6030010227               ,0.0
424,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",195,5/8/2024,    CDCDCF1,110923                        ,60,6030010227               ,1064.0
425,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",148,3/22/2024,    CDCDCO1,250622                        ,260,6030010007               ,0.0
426,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",153,3/27/2024,       CDGD,010723                        ,260,6030010007               ,0.0
427,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",153,3/27/2024,       CDPI,010723                        ,260,6030010007               ,20954.0
428,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",153,3/27/2024,    CDCDCO1,010723                        ,260,6030010007               ,0.0
429,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",153,3/27/2024,    CDVMZPA,010723                        ,260,6030010007               ,30171.0
430,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",165,4/8/2024,       CDPI,130723                        ,260,6030010007               ,23210.0
431,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",165,4/8/2024,    CDCDCO1,130723                        ,260,6030010007               ,0.0
432,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",165,4/8/2024,    CDVMZPA,130723                        ,260,6030010007               ,12480.0
433,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",167,4/10/2024,       CDPI,150723                        ,260,6030010007               ,24960.0
434,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",167,4/10/2024,    CDCDCO1,150723                        ,260,6030010007               ,1891.0
435,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",167,4/10/2024,    CDVMZPA,150723                        ,260,6030010007               ,24960.0
436,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",176,4/19/2024,       CDPI,240723                        ,260,6030010007               ,56160.0
437,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",176,4/19/2024,    CDVMZPA,240723                        ,260,6030010007               ,56160.0
438,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",184,4/27/2024,    CDVMZPA,010823                        ,260,6030010007               ,12480.0
439,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",187,4/30/2024,    CDCDCO1,040823                        ,260,6030010007               ,3640.0
440,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",187,4/30/2024,    CDVMZPA,040823                        ,260,6030010007               ,18720.0
441,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",190,5/3/2024,    CDCDCO1,070823                        ,260,6030010007               ,9360.0
442,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",190,5/3/2024,    CDVMZPA,070823                        ,260,6030010007               ,18718.0
443,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,       CDGD,140823                        ,260,6030010007               ,0.0
444,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,    CDCDCO1,140823                        ,260,6030010007               ,2860.0
445,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",205,5/18/2024,    CDCDCO1,220823                        ,260,6030010007               ,7020.0
446,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",207,5/20/2024,    CDCDCF1,240823                        ,260,6030010007               ,2669.0
447,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",207,5/20/2024,    CDVMZPA,240823                        ,260,6030010007               ,37440.0
448,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",213,5/26/2024,    CDCDCF1,300823                        ,260,6030010007               ,1300.0
449,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,      CDLDC,010923                        ,260,6030010007               ,9131.0
450,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,    CDCDCF1,010923                        ,260,6030010007               ,27710.0
451,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,    CDCDCO1,010923                        ,260,6030010007               ,4680.0
452,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,       CDPI,060923                        ,260,6030010007               ,31200.0
453,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDCDCF1,060923                        ,260,6030010007               ,7800.0
454,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDCDCO1,060923                        ,260,6030010007               ,3640.0
455,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDVMZPA,060923                        ,260,6030010007               ,6240.0
456,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,6/4/2024,       CDGD,080923                        ,260,6030010007               ,179.0
457,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,6/4/2024,       CDPI,080923                        ,260,6030010007               ,24960.0
458,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,6/4/2024,    CDVMZPA,080923                        ,260,6030010007               ,24960.0
459,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,       CDPI,100923                        ,260,6030010007               ,12462.0
460,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,    CDCDCF1,100923                        ,260,6030010007               ,4676.0
461,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,       CDPI,150923                        ,260,6030010007               ,49920.0
462,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,       CDVM,150923                        ,260,6030010007               ,0.0
463,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,    CDCDCF1,150923                        ,260,6030010007               ,2600.0
464,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,    CDVMZPA,150923                        ,260,6030010007               ,6240.0
465,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,6/12/2024,       CDGD,160923                        ,260,6030010007               ,0.0
466,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,6/12/2024,       CDPI,160923                        ,260,6030010007               ,18720.0
467,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,6/12/2024,       CDVM,160923                        ,260,6030010007               ,0.0
468,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,6/12/2024,    CDCDCF1,160923                        ,260,6030010007               ,7280.0
469,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,6/12/2024,    CDVMZPA,160923                        ,260,6030010007               ,18720.0
470,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",233,6/15/2024,       CDGD,190923                        ,260,6030010007               ,0.0
471,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",233,6/15/2024,       CDPI,190923                        ,260,6030010007               ,6240.0
472,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",233,6/15/2024,    CDVMZPA,190923                        ,260,6030010007               ,6238.0
473,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",245,6/27/2024,       CDGD,011023                        ,260,6030010007               ,16960.0
474,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",245,6/27/2024,       CDVM,011023                        ,260,6030010007               ,776.0
475,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",249,7/1/2024,       CDGD,051023                        ,260,6030010007               ,14560.0
476,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",249,7/1/2024,       CDVM,051023                        ,260,6030010007               ,1586.0
477,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,7/3/2024,       CDPI,071023                        ,260,6030010007               ,18720.0
478,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,7/3/2024,       CDVM,071023                        ,260,6030010007               ,1560.0
479,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,7/3/2024,    CDCDCO1,071023                        ,260,6030010007               ,3640.0
480,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,7/3/2024,    CDVMZPA,071023                        ,260,6030010007               ,24960.0
481,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",255,7/7/2024,       CDVM,111023                        ,260,6030010007               ,33800.0
482,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",255,7/7/2024,    CDVMZPA,111023                        ,260,6030010007               ,18720.0
483,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",256,7/8/2024,       CDPI,121023                        ,260,6030010007               ,49920.0
484,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",256,7/8/2024,       CDVM,121023                        ,260,6030010007               ,14300.0
485,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",259,7/11/2024,       CDVM,151023                        ,260,6030010007               ,26520.0
486,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",259,7/11/2024,    CDVMZPA,151023                        ,260,6030010007               ,24960.0
487,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",130,3/4/2024,    CDCDCO1,080623                        ,144,6030010019               ,0.0
488,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",139,3/13/2024,    CDCDCO1,170623                        ,144,6030010019               ,0.0
489,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",149,3/23/2024,    CDCDCO1,270623                        ,144,6030010019               ,0.0
490,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",153,3/27/2024,    CDCDCO1,010723                        ,144,6030010019               ,1738.0
491,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",175,4/18/2024,    CDCDCO1,230723                        ,144,6030010019               ,144.0
492,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",179,4/22/2024,    CDCDCO1,270723                        ,144,6030010019               ,144.0
493,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",184,4/27/2024,    CDCDCO1,010823                        ,144,6030010019               ,3744.0
494,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",196,5/9/2024,    CDCDCO1,130823                        ,144,6030010019               ,1872.0
495,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",205,5/18/2024,       CDGD,220823                        ,144,6030010019               ,0.0
496,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",205,5/18/2024,    CDCDCO1,220823                        ,144,6030010019               ,2304.0
497,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",207,5/20/2024,       CDGD,240823                        ,144,6030010019               ,0.0
498,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",207,5/20/2024,    CDVMZPA,240823                        ,144,6030010019               ,0.0
499,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,       CDGD,010923                        ,144,6030010019               ,0.0
500,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,       CDVM,010923                        ,144,6030010019               ,432.0
501,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,    CDCDCF1,010923                        ,144,6030010019               ,7728.0
502,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,    CDCDCO1,010923                        ,144,6030010019               ,4608.0
503,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,    CDVMZPA,010923                        ,144,6030010019               ,0.0
504,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,       CDGD,100923                        ,144,6030010019               ,0.0
505,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,       CDPI,100923                        ,144,6030010019               ,2286.0
506,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,       CDVM,100923                        ,144,6030010019               ,56.0
507,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,    CDCDCF1,100923                        ,144,6030010019               ,1440.0
508,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,    CDVMZPA,100923                        ,144,6030010019               ,240.0
509,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6/10/2024,       CDGD,140923                        ,144,6030010019               ,80.0
