,Fecha de Vencimiento,Lote,Depósito Padre,cajas_x_pallets,SKU,Descripción,Dias al Vencimiento,Cajas Disponibles
421,6/25/2024,R290923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",243,3574.0
422,6/25/2024,R290923                       ,    CDCDCO1,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",243,6760.0
423,6/27/2024,011023                        ,       CDGD,80,6050100004               ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",245,160.0
424,6/27/2024,011023                        ,       CDGD,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",245,16520.0
425,6/27/2024,011023                        ,       CDGD,260,6050100007               ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",245,4380.0
426,6/27/2024,011023                        ,       CDVM,80,6050100004               ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",245,2720.0
427,6/27/2024,011023                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",245,776.0
428,6/27/2024,011023                        ,       CDVM,260,6050100007               ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",245,11680.0
429,6/27/2024,011023                        ,    CDCDCO1,260,6050100007               ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",245,260.0
430,6/29/2024,030923                        ,       CDGD,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",247,144.0
431,6/29/2024,030923                        ,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",247,14850.0
432,6/29/2024,030923                        ,    CDCDCO1,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",247,288.0
433,6/29/2024,031023                        ,       CDGD,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",247,24752.0
434,6/29/2024,031023                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",247,2979.0
435,7/1/2024,051023                        ,       CDGD,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",249,9432.0
436,7/1/2024,051023                        ,       CDGD,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",249,14560.0
437,7/1/2024,051023                        ,       CDVM,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",249,19811.0
438,7/1/2024,051023                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",249,144.0
439,7/1/2024,051023                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",249,1586.0
440,7/1/2024,051023                        ,    CDCDCO1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",249,1836.0
441,7/2/2024,061023                        ,       CDGD,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",250,10944.0
442,7/2/2024,061023                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",250,450.0
443,7/3/2024,071023                        ,       CDGD,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",251,6528.0
444,7/3/2024,071023                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,18720.0
445,7/3/2024,071023                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,1560.0
446,7/3/2024,071023                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",251,22372.0
447,7/3/2024,071023                        ,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,3640.0
448,7/3/2024,071023                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,24960.0
449,7/4/2024,081023                        ,       CDGD,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",252,3200.0
450,7/4/2024,081023                        ,       CDVM,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",252,2672.0
451,7/5/2024,091023                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",253,4080.0
452,7/5/2024,R091023                       ,       CDGD,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",253,2042.0
453,7/5/2024,R091023                       ,       CDGD,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",253,0.0
454,7/5/2024,R091023                       ,       CDGD,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",253,2788.0
455,7/6/2024,R101023                       ,       CDGD,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",254,2016.0
456,7/6/2024,R101023                       ,       CDGD,260,6030330001               ,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",254,520.0
457,7/6/2024,R101023                       ,       CDGD,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",254,6800.0
458,7/6/2024,R101023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",254,274.0
459,7/6/2024,R101023                       ,       CDVM,260,6030330001               ,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",254,1795.0
460,7/6/2024,R101023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",254,0.0
461,7/6/2024,R101023                       ,    CDCDCO1,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",254,707.0
462,7/7/2024,111023                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",255,33800.0
463,7/7/2024,111023                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",255,18720.0
464,7/7/2024,R111023                       ,       CDGD,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",255,1728.0
465,7/7/2024,R111023                       ,       CDGD,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",255,0.0
466,7/7/2024,R111023                       ,       CDGD,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",255,7344.0
467,7/7/2024,R111023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",255,144.0
468,7/7/2024,R111023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",255,2720.0
469,7/8/2024,080923                        ,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",256,2592.0
470,7/8/2024,120923                        ,       CDGD,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",256,144.0
471,7/8/2024,120923                        ,       CDGD,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",256,780.0
472,7/8/2024,120923                        ,       CDVM,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",256,22860.0
473,7/8/2024,120923                        ,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",256,186.0
474,7/8/2024,121023                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",256,49920.0
475,7/8/2024,121023                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",256,31536.0
476,7/8/2024,121023                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",256,14300.0
477,7/8/2024,R121023                       ,       CDGD,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",256,80.0
478,7/8/2024,R121023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",256,4860.0
479,7/8/2024,R121023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",256,9818.0
480,7/9/2024,R131023                       ,       CDGD,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",257,1872.0
481,7/9/2024,R131023                       ,       CDGD,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",257,7150.0
482,7/9/2024,R131023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",257,3024.0
483,7/9/2024,R131023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",257,1632.0
484,7/11/2024,120722                        ,       CDVM,160,6010900032               ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",259,0.0
485,7/11/2024,120722                        ,    CDCDCO1,160,6010900032               ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",259,0.0
486,7/11/2024,151023                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",259,26520.0
487,7/11/2024,151023                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",259,49232.0
488,7/11/2024,151023                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",259,24960.0
489,7/12/2024,120722                        ,       CDVM,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",260,0.0
490,7/12/2024,120722                        ,    CDCDCO1,144,6010950015               ,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.",260,0.0
491,7/12/2024,120722                        ,    CDCDCO1,160,6010900031               ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",260,0.0
492,7/13/2024,R171023                       ,       CDGD,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",261,4320.0
493,7/13/2024,R171023                       ,       CDGD,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",261,260.0
494,7/13/2024,R171023                       ,       CDGD,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",261,8160.0
495,7/14/2024,140923                        ,       CDGD,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",262,1560.0
496,7/14/2024,140923                        ,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",262,0.0
497,7/14/2024,181023                        ,       CDVM,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",262,7520.0
498,7/14/2024,R181023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",262,6768.0
499,7/14/2024,R181023                       ,       CDVM,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",262,2080.0
500,7/14/2024,R181023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",262,10608.0
501,7/15/2024,190923                        ,       CDGD,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",263,80.0
502,7/15/2024,190923                        ,       CDVM,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",263,1476.0
503,7/15/2024,R191023                       ,       CDGD,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",263,3456.0
504,7/15/2024,R191023                       ,       CDGD,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",263,5440.0
505,7/15/2024,R191023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",263,1008.0
506,7/15/2024,R191023                       ,       CDVM,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",263,2600.0
507,7/15/2024,R191023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",263,4624.0
508,7/16/2024,R201023                       ,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",264,2016.0
509,7/17/2024,R211023                       ,       CDVM,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",265,560.0
510,7/17/2024,R211023                       ,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",265,4352.0
511,7/19/2024,230923                        ,       CDGD,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",267,320.0
512,7/19/2024,230923                        ,       CDVM,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",267,2348.0
513,7/19/2024,230923                        ,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",267,0.0
514,7/22/2024,260923                        ,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",270,4608.0
515,7/25/2024,260722                        ,       CDVM,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",273,0.0
516,7/26/2024,208/22                        ,    CDCDCO1,224,6010140008               ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",274,0.0
517,7/27/2024,011023                        ,       CDGD,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",275,2600.0
518,7/27/2024,011023                        ,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",275,27440.0
519,7/27/2024,011023                        ,    CDCDCO1,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",275,1520.0
520,7/31/2024,300722                        ,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",279,0.0
521,8/1/2024,061023                        ,       CDVM,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",280,4880.0
522,8/2/2024,010822                        ,    CDCDCO1,185,6010900024               ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",281,0.0
523,8/4/2024,060822                        ,       CDGD,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",283,0.0
524,8/4/2024,217/22                        ,    CDCDCO1,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",283,0.0
525,8/5/2024,101023                        ,       CDGD,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",284,2305.0
526,8/5/2024,101023                        ,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",284,16820.0
527,8/8/2024,090822                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",287,0.0
528,8/10/2024,151023                        ,       CDVM,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",289,2881.0
529,8/11/2024,224/22                        ,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",290,0.0
530,8/13/2024,181023                        ,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",292,22360.0
531,8/15/2024,160822                        ,       CDVM,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",294,0.0
532,8/15/2024,160822                        ,      CDLDC,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",294,0.0
533,8/15/2024,160822                        ,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",294,0.0
534,8/15/2024,201023                        ,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",294,1560.0
535,8/16/2024,170822                        ,       CDVM,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",295,144.0
536,8/16/2024,229/22                        ,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",295,0.0
537,8/17/2024,170822                        ,    CDCDCO1,72,6011570001               ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",296,0.0
538,8/17/2024,180822                        ,    CDCDCF1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",296,14.0
539,8/20/2024,210822                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",299,0.0
540,8/22/2024,220822                        ,    CDCDCO1,304,6010900001               ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",301,0.0
541,8/25/2024,250822                        ,    CDCDCF1,156,6010900018               ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",304,85.0
542,8/26/2024,270822                        ,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",305,0.0
543,8/31/2024,010922                        ,       CDVM,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",310,0.0
544,8/31/2024,010922                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",310,0.0
545,8/31/2024,300822                        ,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",310,0.0
546,9/2/2024,010922                        ,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",312,0.0
547,9/4/2024,060922                        ,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",314,0.0
548,9/7/2024,070922                        ,    CDCDCO1,60,6010570019               ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",317,0.0
549,9/9/2024,100922                        ,       CDGD,60,6010020199               ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",319,79.0
550,9/9/2024,100922                        ,    CDCDCO1,60,6010020199               ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",319,60.0
551,9/10/2024,110922                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",320,0.0
552,9/11/2024,120922                        ,    CDCDCO1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",321,0.0
553,9/15/2024,160922                        ,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",325,0.0
554,9/16/2024,170922                        ,       CDGD,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",326,80.0
555,9/16/2024,170922                        ,    CDCDCF1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",326,4.0
556,9/16/2024,170922                        ,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",326,0.0
557,9/16/2024,180922                        ,       CDGD,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",326,0.0
558,9/16/2024,180922                        ,       CDVM,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",326,0.0
559,9/19/2024,190922                        ,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",329,0.0
560,9/19/2024,263/22                        ,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",329,0.0
561,9/20/2024,210922                        ,    CDCDCF1,156,6010900002               ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",330,0.0
562,9/23/2024,267/22                        ,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",333,0.0
563,10/1/2024,031022                        ,       CDGD,60,6010020199               ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",341,720.0
564,10/10/2024,284/22                        ,    CDCDCO1,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",350,0.0
565,10/13/2024,287/22                        ,    CDCDCO1,224,6010140008               ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",353,125.0
566,10/14/2024,161022                        ,       CDGD,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",354,160.0
567,10/14/2024,161022                        ,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",354,0.0
568,10/18/2024,171022                        ,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",358,0.0
569,10/18/2024,191022                        ,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",358,0.0
570,10/24/2024,251022                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",364,0.0
571,10/24/2024,251022                        ,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",364,0.0
572,10/27/2024,281022                        ,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",367,0.0
573,11/1/2024,021122                        ,       CDVM,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",372,94.0
574,11/1/2024,021122                        ,    CDCDCO1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",372,0.0
575,11/2/2024,031122                        ,       CDVM,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",373,398.0
576,11/2/2024,031122                        ,    CDCDCF1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",373,160.0
577,11/2/2024,031122                        ,    CDCDCO1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",373,160.0
578,11/10/2024,111122                        ,       CDVM,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",381,5.0
579,11/13/2024,141122                        ,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",384,0.0
580,11/13/2024,318/22                        ,    CDCDCO1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",384,0.0
581,11/16/2024,181122                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",387,0.0
582,11/21/2024,211122                        ,       CDGD,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",392,1256.0
583,11/21/2024,211122                        ,    CDCDCF1,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",392,68.0
584,11/21/2024,211122                        ,    CDCDCO1,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",392,105.0
585,11/21/2024,221122                        ,       CDVM,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",392,100.0
586,11/22/2024,231122                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",393,0.0
587,11/23/2024,241122                        ,    CDCDCO1,60,6010570019               ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",394,0.0
588,11/24/2024,261122                        ,    CDCDCO1,105,6010570018               ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",395,0.0
589,11/25/2024,261122                        ,    CDCDCO1,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",396,0.0
590,12/2/2024,011222                        ,    CDCDCO1,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",403,0.0
591,12/5/2024,061222                        ,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",406,0.0
592,12/13/2024,141222                        ,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",414,0.0
593,12/14/2024,151222                        ,       CDGD,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",415,183.0
594,12/14/2024,151222                        ,       CDVM,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",415,360.0
